trait_category	trait	category	cell_type_clean	mark	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	Coefficient_p	Coefficient_q
Anthropometric	Height	Gastrointestinal	Small_intestine	H3K4me3	0.004823085	0.091232433	0.02161966	18.91578427	4.4825378	8.50E-05	9.79E-07	3.18E-07	3.080725666	0.001032484	0.051969248
Anthropometric	Height	Immune or hematopoietic	Spleen	H3K4me3	0.004089446	0.052258061	0.016877259	12.77876283	4.127028079	0.004553204	4.40E-07	3.16E-07	1.392557438	0.081876831	0.470407378
Anthropometric	Height	CNS	Germinal_matrix	H3K4me3	0.011270795	0.126956824	0.027346204	11.26422942	2.426288764	3.04E-05	4.54E-07	1.89E-07	2.405005384	0.008086114	0.157225529
Anthropometric	Height	Connective or bone	Breast_fibroblast_primary	H3K4me3	0.005646408	0.106751989	0.01858942	18.90617541	3.292255623	1.51E-07	9.87E-07	2.42E-07	4.073322921	2.32E-05	0.004583213
Anthropometric	Height	Other	Breast_myoepithelial	H3K4me3	0.01371466	0.128036964	0.027836777	9.335774014	2.029709599	6.01E-05	3.21E-07	1.69E-07	1.898952198	0.028785381	0.292432526
Anthropometric	Height	Other	Breast_vHMEC	H3K4me3	0.007558203	0.083501537	0.026336379	11.04780325	3.484476459	0.004056169	3.86E-07	2.76E-07	1.394578734	0.081571456	0.469479455
Anthropometric	Height	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K4me3	0.006017934	0.053459647	0.01589705	8.883388495	2.641612569	0.003313713	1.70E-07	1.98E-07	0.858451944	0.195321478	0.66488083
Anthropometric	Height	CNS	Fetal_brain	H3K4me3	0.012509688	0.137256944	0.023695198	10.97205198	1.894147853	3.68E-07	4.41E-07	1.28E-07	3.448589669	0.000281761	0.023376625
Anthropometric	Height	Adrenal or pancreas	Pancreatic_islets	H3K4me3	0.011014705	0.121538836	0.025112868	11.03423383	2.279940023	1.88E-05	4.30E-07	1.63E-07	2.637408696	0.004177106	0.113436515
Anthropometric	Height	Connective or bone	Penis_foreskin_fibroblast_primary	H3K4me3	0.036408626	0.267098916	0.027369859	7.336143861	0.751741052	3.43E-15	2.95E-07	6.15E-08	4.80299102	7.82E-07	0.000519293
Anthropometric	Height	Other	Penis_foreskin_keratinocyte_primary	H3K4me3	0.018665257	0.154018894	0.027678823	8.251635422	1.482906108	1.63E-06	2.47E-07	1.21E-07	2.038907511	0.02072963	0.250801322
Anthropometric	Height	Other	Penis_foreskin_melanocyte_primary	H3K4me3	0.017357458	0.149225256	0.025773929	8.597183722	1.484890774	9.07E-07	2.80E-07	1.06E-07	2.647750348	0.004051467	0.111259079
Anthropometric	Height	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K4me3	0.009485448	0.08202831	0.018483524	8.647805953	1.948619052	0.000131355	1.86E-07	1.52E-07	1.225506338	0.110192252	0.532731923
Anthropometric	Height	Other	Placenta_amnion	H3K4me3	0.006187714	0.096612303	0.018608582	15.61357077	3.007343827	2.32E-06	7.45E-07	2.04E-07	3.647256332	0.000132528	0.014336426
Anthropometric	Height	Other	Placenta_chorion	H3K4me3	0.008431608	0.118314567	0.020571532	14.03226665	2.439811327	2.90E-07	6.98E-07	1.79E-07	3.907382476	4.67E-05	0.007136099
Anthropometric	Height	Immune or hematopoietic	CD14_primary	H3K4me3	0.008171433	0.05455548	0.01992327	6.676366158	2.438160987	0.020317099	-8.07E-09	1.72E-07	-0.046827716	0.518674731	0.917391331
Anthropometric	Height	Immune or hematopoietic	CD19_primary_(UW)	H3K4me3	0.008689296	0.051186468	0.019227209	5.890749826	2.212746452	0.028828135	-9.06E-08	1.66E-07	-0.545492882	0.707292713	0.986318024
Anthropometric	Height	Immune or hematopoietic	CD3_primary_(UW)	H3K4me3	0.010351216	0.060285127	0.017596646	5.823965655	1.699959267	0.005355357	-6.62E-08	1.22E-07	-0.543167326	0.706492699	0.986318024
Anthropometric	Height	Immune or hematopoietic	CD4_primary	H3K4me3	0.012370099	0.071773355	0.018735102	5.802164886	1.514547466	0.001889707	-4.26E-08	1.12E-07	-0.381332692	0.648521801	0.970977496
Anthropometric	Height	Immune or hematopoietic	CD56_primary	H3K4me3	0.008206774	0.06341846	0.018082374	7.727574523	2.203347349	0.002720604	9.37E-08	1.56E-07	0.601378328	0.273794015	0.747924387
Anthropometric	Height	Immune or hematopoietic	CD8_primary	H3K4me3	0.01016794	0.059816086	0.017884835	5.882812874	1.758943863	0.006385905	-5.64E-08	1.19E-07	-0.473291277	0.681997308	0.980614431
Anthropometric	Height	Adrenal or pancreas	Fetal_adrenal	H3K4me3	0.009537127	0.138518693	0.025582725	14.5241526	2.682435038	1.18E-06	7.67E-07	2.03E-07	3.770922942	8.13E-05	0.010831929
Anthropometric	Height	Gastrointestinal	Fetal_large_intestine	H3K4me3	0.010651704	0.112024773	0.024347392	10.51707499	2.285774295	5.31E-05	3.90E-07	1.70E-07	2.297597067	0.010792366	0.182010795
Anthropometric	Height	Gastrointestinal	Fetal_small_intestine	H3K4me3	0.010855404	0.111994928	0.023966502	10.31697461	2.207794516	4.16E-05	3.70E-07	1.59E-07	2.319619335	0.010180739	0.177663885
Anthropometric	Height	Skeletal muscle	Fetal_leg_muscle	H3K4me3	0.009523097	0.162286584	0.024854949	17.04136542	2.609964809	4.58E-09	1.00E-06	2.07E-07	4.826476016	6.95E-07	0.000503895
Anthropometric	Height	Skeletal muscle	Fetal_trunk_muscle	H3K4me3	0.008595704	0.152823474	0.025223573	17.77905249	2.934439474	3.70E-08	1.03E-06	2.21E-07	4.677088295	1.45E-06	0.000730427
Anthropometric	Height	Other	Fetal_placenta	H3K4me3	0.008011599	0.119342762	0.023692756	14.89624762	2.957306767	4.52E-06	7.65E-07	2.18E-07	3.512543541	0.00022192	0.020023901
Anthropometric	Height	Gastrointestinal	Fetal_stomach	H3K4me3	0.009872246	0.12907001	0.023051603	13.07402647	2.33499069	6.49E-07	6.19E-07	1.74E-07	3.565108574	0.000181853	0.017892853
Anthropometric	Height	Immune or hematopoietic	Fetal_thymus	H3K4me3	0.009022106	0.074779505	0.019831798	8.288475431	2.198134026	0.001106627	1.61E-07	1.66E-07	0.966646382	0.16686042	0.624047581
Anthropometric	Height	Other	Adipose_nuclei	H3K9ac	0.027957838	0.209298166	0.029939405	7.486207146	1.070876984	5.15E-09	2.07E-07	8.81E-08	2.350731569	0.009368273	0.169398397
Anthropometric	Height	Kidney	Kidney	H3K9ac	0.010509452	0.108712079	0.023105565	10.34421966	2.198550928	3.30E-05	3.71E-07	1.77E-07	2.091629935	0.018235816	0.235525912
Anthropometric	Height	Liver	Liver_(BI)	H3K9ac	0.013815888	0.094503065	0.024117946	6.840173028	1.74566744	0.001020204	8.92E-08	1.24E-07	0.717919814	0.236403365	0.7128874
Anthropometric	Height	CNS	Angular_gyrus	H3K9ac	0.010691308	0.073767127	0.027199437	6.89972912	2.5440702	0.021377217	6.34E-08	1.87E-07	0.339019712	0.36729744	0.829394981
Anthropometric	Height	CNS	Anterior_caudate	H3K9ac	0.014304448	0.092612016	0.029134156	6.474350995	2.036720097	0.007792709	4.26E-08	1.50E-07	0.284571819	0.387986102	0.843541084
Anthropometric	Height	CNS	Cingulate_gyrus	H3K9ac	0.01876684	0.112425721	0.027923452	5.990657939	1.487914399	0.000968998	9.58E-09	1.13E-07	0.084553416	0.466308218	0.890137604
Anthropometric	Height	CNS	Hippocampus_middle	H3K9ac	0.017494915	0.114465448	0.027984385	6.542783706	1.599572469	0.00066402	6.30E-08	1.24E-07	0.508346983	0.305605013	0.778019264
Anthropometric	Height	CNS	Inferior_temporal_lobe	H3K9ac	0.016476594	0.094849252	0.027431201	5.756605441	1.664858665	0.004721414	-1.96E-08	1.24E-07	-0.157678125	0.562644781	0.936683446
Anthropometric	Height	CNS	Mid_frontal_lobe	H3K9ac	0.014759975	0.099379835	0.030332027	6.733062419	2.055018855	0.005911835	6.39E-08	1.60E-07	0.400303777	0.344466393	0.811113718
Anthropometric	Height	CNS	Substantia_nigra	H3K9ac	0.016566279	0.096366227	0.025880237	5.81701102	1.562223922	0.002383467	-2.16E-09	1.13E-07	-0.019074008	0.507608967	0.911917018
Anthropometric	Height	Gastrointestinal	Colonic_mucosa	H3K9ac	0.017719749	0.13112925	0.024419747	7.400175426	1.378109077	6.14E-06	1.52E-07	1.08E-07	1.405486191	0.079938376	0.465139201
Anthropometric	Height	Gastrointestinal	Colon_smooth_muscle	H3K9ac	0.005601477	0.059955769	0.018493602	10.70356375	3.30155792	0.003416477	3.21E-07	2.23E-07	1.441704482	0.074692879	0.451803082
Anthropometric	Height	Gastrointestinal	Duodenum_Mucosa	H3K9ac	0.014777024	0.081063846	0.02234475	5.48580313	1.512127835	0.003342786	-7.90E-08	1.15E-07	-0.685952358	0.753628424	0.995981916
Anthropometric	Height	Cardiovascular	Fetal_heart	H3K9ac	0.020182438	0.144202761	0.023728069	7.144962342	1.175679028	3.96E-07	1.38E-07	8.26E-08	1.67140438	0.047320916	0.367816267
Anthropometric	Height	Kidney	Fetal_kidney	H3K9ac	0.004916499	0.089094398	0.018466759	18.12151222	3.756079034	8.56E-06	8.98E-07	2.58E-07	3.480043149	0.000250667	0.021621367
Anthropometric	Height	Cardiovascular	Fetal_lung	H3K9ac	0.012778387	0.17825357	0.028202164	13.94961462	2.20702071	2.03E-08	7.11E-07	1.66E-07	4.290219365	8.92E-06	0.002496404
Anthropometric	Height	Adrenal or pancreas	Pancreatic_islets	H3K9ac	0.006067128	0.07705252	0.023516504	12.70000017	3.876052405	0.002902173	4.77E-07	2.72E-07	1.750400324	0.04002463	0.340139869
Anthropometric	Height	Gastrointestinal	Rectal_mucosa	H3K9ac	0.01576551	0.105743371	0.023119833	6.707259868	1.466481819	0.000136137	6.21E-08	1.09E-07	0.569078466	0.284651446	0.757764615
Anthropometric	Height	Gastrointestinal	Rectal_smooth_muscle	H3K9ac	0.003464139	0.051528268	0.019231677	14.87476822	5.551646753	0.012896274	5.97E-07	3.84E-07	1.556245998	0.059824804	0.409320531
Anthropometric	Height	Skeletal muscle	Skeletal_muscle	H3K9ac	0.027038259	0.189260622	0.027386994	6.999734124	1.012897841	1.37E-08	1.47E-07	7.96E-08	1.852530157	0.031974866	0.307813513
Anthropometric	Height	Gastrointestinal	Stomach_mucosa	H3K9ac	0.012771461	0.100300265	0.02638791	7.853468663	2.066162241	0.001025113	1.49E-07	1.67E-07	0.893555748	0.185779816	0.65169112
Anthropometric	Height	Gastrointestinal	Stomach_smooth_muscle	H3K9ac	0.0137191	0.099999108	0.022206773	7.289043079	1.618675651	0.000128748	1.02E-07	1.15E-07	0.890774023	0.186525207	0.652988298
Anthropometric	Height	Other	Breast_myoepithelial	H3K9ac	0.004631639	0.045467775	0.018021541	9.816778455	3.890964062	0.025148478	2.36E-07	2.82E-07	0.83686519	0.201334174	0.670657219
Anthropometric	Height	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K9ac	0.002138936	0.014147788	0.010725117	6.61440338	5.014229186	0.261245694	-2.46E-08	3.43E-07	-0.071905973	0.528661632	0.922155434
Anthropometric	Height	CNS	Fetal_brain	H3K9ac	0.012489442	0.116982096	0.025472682	9.366478964	2.0395372	5.45E-05	3.02E-07	1.51E-07	1.998526332	0.022829814	0.262020961
Anthropometric	Height	Other	Penis_foreskin_keratinocyte_primary	H3K9ac	0.031924744	0.178610821	0.026039904	5.594745534	0.815665223	4.61E-08	1.98E-08	7.17E-08	0.276823762	0.390957717	0.845313214
Anthropometric	Height	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K9ac	0.0128837	0.070736766	0.02150232	5.490407861	1.668955373	0.007821414	-8.15E-08	1.22E-07	-0.667887893	0.747897422	0.994996628
Anthropometric	Height	Immune or hematopoietic	CD3_primary	H3K27ac	0.031684283	0.020571256	0.016714536	0.649257438	0.527533983	0.507697417	-7.75E-08	3.97E-08	-1.953084563	0.974595212	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD25-_CD45RA+_naive	H3K27ac	0.026941825	0.042463934	0.01526559	1.576134266	0.566613061	0.310372625	-4.50E-08	3.80E-08	-1.185453805	0.882080965	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD25+_CD127-_Treg	H3K27ac	0.031169972	0.033475605	0.018731978	1.07396969	0.600962287	0.901997026	-4.62E-08	4.30E-08	-1.074900265	0.858790308	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD25int_CD127+_Tmem	H3K27ac	0.032825854	0.017041299	0.017352293	0.519142602	0.528616666	0.36491916	-7.52E-08	3.77E-08	-1.992023757	0.976815774	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD25-_IL17+_Th17_stim	H3K27ac	0.026929927	0.028756959	0.017683083	1.067843939	0.656633183	0.91770512	-6.86E-08	4.66E-08	-1.472782745	0.929595187	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD25-_IL17-_Th_stim_MACS	H3K27ac	0.022549227	0.017719993	0.012372333	0.785835917	0.548681032	0.697007666	-8.82E-08	3.90E-08	-2.262155191	0.988156092	0.999998953
Anthropometric	Height	Immune or hematopoietic	Th0	H3K27ac	0.031814281	0.020475129	0.015096891	0.643582961	0.47453188	0.453077671	-6.45E-08	3.52E-08	-1.832394944	0.9665537	0.999998953
Anthropometric	Height	Immune or hematopoietic	Th1	H3K27ac	0.031719801	0.021517858	0.014630414	0.678373026	0.461239136	0.486242251	-5.82E-08	3.34E-08	-1.742803487	0.959316027	0.999998953
Anthropometric	Height	Immune or hematopoietic	Th2	H3K27ac	0.031534394	0.032577341	0.01717737	1.033073321	0.544718571	0.951574332	-2.84E-08	3.99E-08	-0.71272349	0.761991561	0.998202071
Anthropometric	Height	Immune or hematopoietic	CD19	H3K27ac	0.036467409	0.019949179	0.017479041	0.547041316	0.479305795	0.345097301	-8.19E-08	3.64E-08	-2.253805977	0.987895812	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD20	H3K27ac	0.02895023	0.024105366	0.013316583	0.832648499	0.459981919	0.715932804	-6.41E-08	3.49E-08	-1.834581231	0.966716119	0.999998953
Anthropometric	Height	Immune or hematopoietic	CD14	H3K27ac	0.028195991	0.03067734	0.017808323	1.088003607	0.631590609	0.889106707	-4.82E-08	4.61E-08	-1.044239176	0.851812627	0.999998953
Anthropometric	Height	Immune or hematopoietic	Mobilized_CD34	H3K27ac	0.032979117	0.094247768	0.031730284	2.857801425	0.962132624	0.05455017	8.34E-08	6.63E-08	1.258754506	0.104059509	0.520696443
Anthropometric	Height	Connective or bone	Osteoblast	H3K27ac	0.028330074	0.152993681	0.022877407	5.400398215	0.807530786	2.02E-07	2.01E-07	5.50E-08	3.661062939	0.000125586	0.013971389
Anthropometric	Height	Connective or bone	Chondrogenic_dif	H3K27ac	0.026258445	0.204765341	0.025829502	7.798075514	0.983664535	9.23E-11	3.71E-07	6.71E-08	5.537037747	1.54E-08	4.30E-05
Anthropometric	Height	Gastrointestinal	Colon_smooth_muscle	H3K27ac	0.025361421	0.073577878	0.013528888	2.901173364	0.533443618	0.00043139	3.70E-08	3.53E-08	1.048208182	0.147271351	0.596235336
Anthropometric	Height	Gastrointestinal	Stomach_smooth_muscle	H3K27ac	0.026698167	0.066415358	0.016499195	2.487637364	0.617989798	0.017170382	1.32E-08	4.16E-08	0.317341824	0.375492123	0.834492802
Anthropometric	Height	Gastrointestinal	Rectal_smooth_muscle	H3K27ac	0.02538806	0.057822561	0.013322855	2.277549461	0.524768534	0.015474094	-3.75E-09	3.48E-08	-0.107804026	0.542924425	0.928254947
Anthropometric	Height	Gastrointestinal	Duodenum_smooth_muscle	H3K27ac	0.021938483	0.049154622	0.017455838	2.240566131	0.79567208	0.121023003	-1.02E-08	5.30E-08	-0.192661066	0.576387792	0.943767984
Anthropometric	Height	Skeletal muscle	Skeletal_muscle	H3K27ac	0.023515336	0.087793876	0.016259575	3.733473167	0.691445584	9.91E-05	8.12E-08	4.80E-08	1.691295419	0.045390197	0.360788535
Anthropometric	Height	Other	Adipose_nuclei	H3K27ac	0.026232517	0.100608124	0.017563848	3.835244811	0.669544901	3.70E-05	9.29E-08	4.53E-08	2.049524798	0.020205413	0.247759236
Anthropometric	Height	Gastrointestinal	Rectal_mucosa	H3K27ac	0.021832282	0.045477335	0.014859775	2.083031662	0.680633139	0.113506844	-2.38E-08	4.57E-08	-0.521002027	0.69881732	0.984330058
Anthropometric	Height	Gastrointestinal	Colonic_mucosa	H3K27ac	0.021313531	0.048422205	0.013917254	2.271899663	0.652977382	0.052932649	-2.03E-08	4.35E-08	-0.465997666	0.679391415	0.980421879
Anthropometric	Height	Gastrointestinal	Duodenum_mucosa	H3K27ac	0.027256343	0.049199366	0.019465162	1.805061137	0.714151618	0.263305467	-1.92E-08	5.00E-08	-0.384061921	0.649533723	0.971000803
Anthropometric	Height	Liver	Liver	H3K27ac	0.026026686	0.068970981	0.017598331	2.6500101	0.676164878	0.016027694	1.63E-08	4.69E-08	0.346889311	0.364337238	0.827290169
Anthropometric	Height	Adrenal or pancreas	Pancreatic_islets	H3K27ac	0.027605137	0.082101897	0.018589868	2.974152832	0.673420614	0.003706265	3.61E-08	4.79E-08	0.753626801	0.225536673	0.699177971
Anthropometric	Height	Kidney	Kidney	H3K27ac	0.025042995	0.070499688	0.018685553	2.815145989	0.746138919	0.016157026	2.86E-08	5.05E-08	0.566187301	0.285633231	0.758349008
Anthropometric	Height	CNS	Neurosphere	H3K27ac	0.031041572	0.072563356	0.016913337	2.337618617	0.544860828	0.015711094	3.04E-09	3.75E-08	0.08123126	0.46762902	0.890495718
Anthropometric	Height	CNS	Inferior_temporal_lobe	H3K27ac	0.02654224	0.017986249	0.014355559	0.67764622	0.540857114	0.550703378	-1.15E-07	3.99E-08	-2.893234202	0.998093516	0.999998953
Anthropometric	Height	CNS	Angular_gyrus	H3K27ac	0.023695771	0.018222479	0.014171372	0.769018181	0.598054908	0.699128682	-1.22E-07	4.31E-08	-2.824084756	0.997629208	0.999998953
Anthropometric	Height	CNS	Mid_frontal_lobe	H3K27ac	0.019533156	0.028939374	0.015652418	1.481551367	0.801325608	0.548287984	-9.30E-08	5.40E-08	-1.723183727	0.957572347	0.999998953
Anthropometric	Height	CNS	Cingulate_gyrus	H3K27ac	0.024721018	0.030029322	0.013301596	1.214728352	0.538068305	0.689762083	-8.79E-08	3.95E-08	-2.227780805	0.987052432	0.999998953
Anthropometric	Height	CNS	Substantia_nigra	H3K27ac	0.024930756	0.03585906	0.011888436	1.438346264	0.476858205	0.358847612	-6.45E-08	3.56E-08	-1.811892388	0.964998587	0.999998953
Anthropometric	Height	CNS	Anterior_caudate	H3K27ac	0.021439268	0.020497419	0.011918321	0.956068971	0.555910845	0.937001024	-1.06E-07	3.93E-08	-2.698603774	0.996518449	0.999998953
Anthropometric	Height	CNS	Hippocampus_middle	H3K27ac	0.020129515	0.04001714	0.012406659	1.987983254	0.616341658	0.110630942	-4.96E-08	4.33E-08	-1.144545451	0.87380125	0.999998953
Anthropometric	BMI	Other	Adipose_nuclei	H3K4me1	0.086156834	0.251569074	0.044242568	2.919896934	0.513511999	0.000131591	1.61E-08	1.97E-08	0.814783174	0.207598217	0.677128678
Anthropometric	BMI	Kidney	Kidney	H3K4me1	0.008352579	0.029799496	0.015071763	3.5677002	1.804444319	0.156186316	-6.25E-09	5.73E-08	-0.109088963	0.543434036	0.928586923
Anthropometric	BMI	Liver	Liver_(BI)	H3K4me1	0.053907981	0.156425848	0.025927526	2.901719655	0.48095895	7.11E-05	1.20E-08	1.58E-08	0.759357514	0.223819361	0.697720599
Anthropometric	BMI	CNS	Angular_gyrus	H3K4me1	0.012820832	0.062440077	0.016656763	4.870204911	1.299195251	0.002353685	3.64E-08	4.16E-08	0.874119665	0.191026545	0.66072982
Anthropometric	BMI	CNS	Anterior_caudate	H3K4me1	0.03814478	0.141284626	0.026864965	3.703904596	0.70428941	9.59E-05	2.50E-08	2.49E-08	1.002266727	0.158107394	0.611082269
Anthropometric	BMI	CNS	Cingulate_gyrus	H3K4me1	0.040042012	0.140440534	0.02522652	3.507329642	0.630001309	5.36E-05	1.84E-08	2.09E-08	0.879283539	0.18962378	0.658770836
Anthropometric	BMI	CNS	Hippocampus_middle	H3K4me1	0.050672227	0.159341891	0.027644635	3.144560648	0.545557931	6.65E-05	5.25E-09	1.87E-08	0.280478839	0.389555079	0.844229514
Anthropometric	BMI	CNS	Inferior_temporal_lobe	H3K4me1	0.046465569	0.172632952	0.02614038	3.715287574	0.562575268	1.16E-06	3.00E-08	1.97E-08	1.517689766	0.064546313	0.425458561
Anthropometric	BMI	CNS	Mid_frontal_lobe	H3K4me1	0.003401449	0.023472205	0.010312579	6.900649243	3.031819639	0.050252426	8.10E-08	9.33E-08	0.868665132	0.192515159	0.66239033
Anthropometric	BMI	CNS	Substantia_nigra	H3K4me1	0.037084724	0.110613407	0.023331003	2.982721576	0.629127047	0.001399479	-1.50E-09	2.05E-08	-0.073240106	0.529192474	0.922177701
Anthropometric	BMI	Immune or hematopoietic	CD15_primary	H3K4me1	0.035986131	0.056847932	0.016517365	1.579717827	0.458992515	0.203189439	-1.83E-08	1.51E-08	-1.207784915	0.886434997	0.999998953
Anthropometric	BMI	Immune or hematopoietic	CD19_primary_(BI)	H3K4me1	0.040364521	0.094958283	0.021073719	2.352518492	0.522085204	0.009582074	3.92E-09	2.09E-08	0.18809131	0.425402537	0.86776933
Anthropometric	BMI	Immune or hematopoietic	CD34_primary	H3K4me1	0.031855305	0.086580984	0.021299272	2.717945507	0.668625578	0.010206124	1.79E-09	2.58E-08	0.069369478	0.472347762	0.893606536
Anthropometric	BMI	Immune or hematopoietic	CD3_primary_(BI)	H3K4me1	0.029469159	0.053692635	0.017142225	1.821994152	0.581700519	0.155723584	-1.29E-08	2.03E-08	-0.634281869	0.737051557	0.99362913
Anthropometric	BMI	Immune or hematopoietic	CD4+_CD25+_CD127-_Treg_primary	H3K4me1	0.027944696	0.06675255	0.016416509	2.388737746	0.587464236	0.018543194	-5.51E-09	2.09E-08	-0.264005723	0.604112245	0.955893563
Anthropometric	BMI	Immune or hematopoietic	CD4+_CD25-_CD45RA+_naive_primary	H3K4me1	0.037683037	0.090245425	0.017536013	2.394855426	0.465355634	0.002780113	8.51E-09	1.61E-08	0.528452446	0.298592672	0.771577202
Anthropometric	BMI	Immune or hematopoietic	CD4+_CD25-_CD45R0+_memory_primary	H3K4me1	0.033759108	0.074136852	0.017325246	2.196054824	0.513202141	0.019956378	-2.54E-09	1.84E-08	-0.13797606	0.554870331	0.933045451
Anthropometric	BMI	Immune or hematopoietic	CD4+_CD25-_IL17+_PMA_Ionomycin_stim_Th17_primary	H3K4me1	0.038592671	0.083977776	0.019515974	2.17600322	0.50569119	0.020248973	-3.08E-09	1.87E-08	-0.164792901	0.565446504	0.938532544
Anthropometric	BMI	Immune or hematopoietic	CD4+_CD25-_IL17-_PMA_Ionomycin_stim_MACS_Th_sprimary	H3K4me1	0.051396453	0.111095174	0.020023945	2.161533859	0.38959779	0.002925205	2.91E-09	1.42E-08	0.204871958	0.418836082	0.86445154
